Keuwl Accelerometer Data File
2019-06-26 17-08-48

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
3.6998467,4.498705,9.619903,0.975637,10.664555,84.751007,64.937065
3.7099299,4.335899,9.418790,0.788889,10.398845,85.649178,65.281227
3.7199140,4.213795,9.200917,0.624887,10.139202,86.466576,65.393379
3.7301419,4.167108,9.071630,0.387861,9.990480,87.775047,65.328033
3.7411740,4.163517,8.996213,0.059855,9.913137,89.654045,65.164940
3.7498968,4.131195,8.835801,-0.341174,9.759844,92.003288,64.941475
3.7604179,4.058172,8.553286,-0.677559,9.491392,94.093636,64.617638
3.7706230,3.970783,8.128315,-0.974440,9.098690,96.147980,63.963913
3.7798541,3.991134,7.833828,-1.204283,8.874024,97.799606,63.002327
3.7899048,4.147954,7.802703,-1.577779,8.976475,100.123367,62.004677
3.8000219,4.352659,7.841011,-2.007538,9.190065,102.617805,60.964710
3.8111658,4.618415,7.668628,-2.625242,9.328960,106.344246,58.941635
3.8199458,4.978743,7.094019,-3.112462,9.208714,109.754517,54.937958
3.8300118,5.500679,6.347029,-3.183091,8.981888,110.756065,49.086025
3.8405020,6.094440,5.692214,-2.777274,8.789582,108.419586,43.045509
3.8509889,6.716933,5.380968,-2.060210,8.849660,103.462044,38.698391
3.8613679,7.401675,5.533000,-1.265336,9.327376,97.796684,36.779346
3.8699367,8.034941,6.056133,-0.616507,10.080531,93.506294,37.006237
3.8798478,8.470686,6.791153,-0.179565,10.858385,90.947540,38.719990
3.8899889,8.479065,7.831434,0.454898,11.551313,87.743073,42.726185
3.8998377,8.003817,8.628703,1.131260,11.823508,84.509605,47.151600
3.9099891,7.356185,9.006987,0.628478,11.646212,86.906578,50.760803
3.9200330,6.598420,9.111135,0.015562,11.249540,89.920738,54.087383
3.9299467,5.753267,9.440337,-0.162806,11.056517,90.843704,58.640430
3.9416890,3.872621,8.523358,-1.169568,9.434655,97.120995,65.565140
3.9499459,3.872621,8.523358,-1.169568,9.434655,97.120995,65.565140
3.9606860,3.454833,7.674613,-2.170344,8.691718,104.459908,65.764450
3.9702399,3.582923,7.237672,-2.102109,8.345064,104.589882,63.662838
3.9804499,5.549759,7.441179,0.926556,9.328959,84.299965,53.283787
3.9902918,6.794744,9.330204,2.560599,11.822771,77.491646,53.935928
4.0012126,7.886500,10.442310,2.868254,13.396478,77.636971,52.938263
4.0103426,8.304289,11.150994,2.551022,14.135543,79.602943,53.324471
4.0198531,7.593211,11.367670,1.812411,13.790054,82.447830,56.258446
4.0299439,6.285976,11.173739,0.982820,12.858145,85.616287,60.639332
4.0405149,4.958392,10.623073,0.909797,11.758531,85.562401,64.978867
4.0505786,4.055778,9.804255,0.612916,10.627720,86.693840,67.526329
4.0602498,3.721786,8.857349,-0.220267,9.610039,91.313362,67.208244
4.0707159,3.908534,8.003817,-1.456872,9.025530,99.289139,63.972179
4.0798697,4.547786,7.149086,-3.094506,9.020408,110.063179,57.538120
4.0900278,5.585672,6.108806,-3.896563,9.148795,115.208275,47.561325
4.1000376,6.594829,5.197812,-3.787627,9.211684,114.278755,38.243938
4.1107368,7.049727,4.419696,-2.662352,8.736159,107.743179,32.084896
4.1199088,6.613982,3.858256,-1.103727,7.736221,98.202377,30.257084
4.1300192,5.729325,3.740940,-0.746991,6.883152,96.230270,33.142368
4.1400142,4.886566,4.218584,-1.097741,6.548283,99.650520,40.804119
4.1504350,4.177882,5.330690,-1.259350,6.888898,100.533394,51.912731
4.1604977,2.965219,6.657078,-0.057461,7.287833,90.451752,65.990685
4.1698389,1.449689,8.039729,1.149217,8.249821,81.992538,79.778511
4.1805458,0.201113,9.994595,1.325191,10.084071,82.448677,88.847237
4.1899290,-0.362722,12.838906,0.969652,12.880578,85.682678,91.618279
4.1999798,0.179565,15.965734,1.029507,15.999900,86.310776,89.355629
4.2103038,1.713051,18.395849,1.810017,18.563889,84.404655,84.679863
4.2198997,3.041833,18.818426,1.792060,19.146732,84.629478,80.818062
4.2308459,3.596091,16.479290,0.599748,16.877754,87.963577,77.689964
4.2399411,3.189077,12.593501,-0.605733,13.005130,92.669601,75.789604
4.2496891,2.202666,9.363723,-0.958878,9.666980,95.692589,76.762749
4.2599578,1.290475,7.325060,-1.112107,7.520546,98.503845,80.008583
4.2697639,0.736217,6.281188,-1.413776,6.480286,102.601318,83.314873
4.2797470,0.791284,5.999869,-1.668759,6.277684,105.415916,82.486992
4.2902679,1.557428,6.393716,-1.656788,6.786025,104.131432,76.310081
4.2998018,2.901772,7.360973,-1.606509,8.073729,101.477310,68.485123
4.3100052,4.392163,8.487445,-1.590947,9.688082,99.451744,62.638912
4.3206038,5.676652,9.572019,-1.347936,11.210034,96.906166,59.330086
4.3297582,6.415264,10.324995,-0.905008,12.189347,94.257889,58.145935
4.3397822,6.556521,10.642226,-0.559046,12.512293,92.560814,58.363380
4.3499990,6.235698,10.554838,-0.347159,12.264137,91.622078,59.425808
4.3597741,5.579687,10.285490,-0.168791,11.702679,90.826424,61.520992
4.3702955,4.780024,9.975441,-0.058658,11.061712,90.303825,64.397232
4.3797541,4.046201,9.605537,0.079009,10.423259,89.565689,67.157410
4.3899498,3.567361,9.247604,0.299275,9.916341,88.270554,68.905357
4.4003081,3.360262,9.005790,0.600945,9.631030,86.422607,69.538330
4.4101329,3.380613,8.960299,0.992397,9.628102,84.083847,69.329117
4.4199877,3.517082,9.212888,1.490391,9.973386,81.405708,69.105309
4.4302158,3.629610,9.787497,1.827973,10.597672,80.067482,69.653130
4.4405246,3.616442,10.469844,1.764527,11.216498,80.948898,70.944313
4.4505639,3.536236,11.105505,0.499191,11.665607,87.547470,72.337387
4.4601779,3.265691,11.555614,0.499191,12.018576,87.619537,74.219368
4.4704471,2.607286,11.817780,-0.295684,12.105589,91.399612,77.558487
4.4798961,1.563414,12.069171,-0.295684,12.173602,91.391792,82.619133
4.4903870,-0.227449,12.835316,-0.973243,12.874170,94.335503,91.015205
4.4999018,-0.427365,13.098678,-1.306037,13.170564,95.690994,91.868706
4.5099311,-0.202310,13.068750,-1.476025,13.153396,96.443092,90.886894
4.5205760,0.233435,12.502522,-1.341950,12.576501,96.125290,88.930351
4.5300961,0.725443,11.573571,-0.963666,11.636256,94.750435,86.413338
4.5398335,1.047463,10.515334,-0.470461,10.577844,92.549133,84.311363
4.5502758,1.162385,9.721656,0.226252,9.793514,88.676224,83.181709
4.5607629,1.284489,9.896433,0.968455,10.026325,84.457092,82.604744
4.5706816,1.368286,10.509348,0.725443,10.622847,86.084175,82.581985
4.5800037,1.148020,10.486604,0.101754,10.549747,89.447365,83.752434
4.5899959,0.878672,10.393229,-1.619677,10.555313,98.826721,85.167549
4.6001868,-0.480037,9.556456,-1.856703,9.746981,100.981384,92.875648
4.6097879,-1.612495,8.452729,-2.341529,8.918045,105.222069,100.800331
4.6199679,-1.340753,7.206547,-3.693056,8.207960,116.739571,100.539185
4.6303034,1.043872,6.321889,-4.999093,8.126924,127.961174,80.623909
4.6400299,4.450821,6.221333,-5.707777,9.544291,126.728966,54.419586
4.6505451,8.293514,6.707356,-6.830657,12.666053,122.635223,38.964104
4.6598186,11.936293,7.340622,-6.236896,15.338144,113.993088,31.590828
4.6700768,14.678850,7.846996,-4.957195,17.367147,106.584862,28.127996
4.6804857,15.203181,6.783970,-0.697910,16.662714,92.400505,24.047405
4.6899095,13.611036,4.692636,3.573346,14.834081,76.061066,19.022501
4.6998944,11.208455,1.855506,6.246472,12.964983,61.197258,9.399794
4.7097807,8.932767,0.134075,6.524199,11.062435,53.859905,0.859910
4.7200952,7.431602,0.806846,4.948815,8.964958,56.494457,6.196309
4.7303219,6.637924,2.188300,2.098518,7.297566,73.287827,18.245649
4.7398400,5.843049,3.010709,-0.956484,6.642323,98.279282,27.260387
4.7500167,5.260061,3.306392,-3.143587,6.962945,116.838272,32.152828
4.7604980,5.430049,2.989161,-5.776011,8.472475,132.979630,28.832125
4.7699270,6.402095,2.603694,-7.590816,10.265795,137.682724,22.131287
4.7807670,7.346608,2.681506,-6.065710,9.897270,127.797096,20.052042
4.7901659,7.574057,3.222595,-2.529474,8.611022,107.082504,23.048691
4.7998319,7.475895,4.440047,-0.591368,8.715087,93.890831,30.706718
4.8097625,6.658275,6.496666,0.317232,9.308058,88.046898,44.296158
4.8198328,5.584476,9.522937,0.525527,11.052098,87.274559,59.611633
4.8299403,2.968810,12.911930,2.736573,13.528511,78.329575,77.051170
4.8401866,-1.665167,15.437813,5.644331,16.521420,70.023354,96.156288
4.8499479,-4.204218,17.764977,3.512294,18.590483,79.109673,103.314522
4.8603759,-3.764882,19.536686,0.851139,19.914339,87.550430,100.907661
4.8705559,-2.012326,21.193474,0.523133,21.295221,88.592346,95.423988
4.8803339,-0.351948,22.564154,2.339135,22.687803,84.082230,90.893608
4.8904238,0.591368,22.185869,3.797204,22.516245,80.291077,88.473137
4.9012132,0.508768,19.225439,3.482366,19.544903,79.736664,88.484123
4.9098010,-0.384269,15.261839,2.360683,15.448113,81.209984,91.442314
4.9201951,-1.748964,11.859678,1.148020,12.042790,84.529778,98.389030
4.9305725,-3.190274,9.211691,0.022745,9.748519,89.866318,109.102440
4.9399991,-4.211401,7.438785,-1.005565,8.607123,96.709152,119.515976
4.9500208,-4.467580,6.531382,-1.861492,8.129169,103.237572,124.372818
4.9600458,-3.952827,6.248867,-2.360683,7.761829,107.706436,122.316093
4.9699135,-2.814384,6.611588,-2.510320,7.611541,109.256912,113.058212
4.9808731,0.238223,8.738836,-2.166753,9.006598,103.920418,88.438492
4.9899468,1.632846,9.898827,-1.896208,10.210218,100.702919,80.633209
5.0000949,2.665944,10.676943,-1.646014,11.127161,98.506844,75.980385
5.0098109,3.380613,11.070788,-1.229423,11.640549,96.062630,73.019249
5.0198178,3.791218,11.226412,-0.468066,11.858530,92.262100,71.339905
5.0300860,3.915717,11.352107,0.737414,12.031082,86.486000,70.968994
5.0399661,3.849876,11.447875,1.878251,12.223062,81.160645,71.412407
5.0504570,3.721786,11.367670,2.767697,12.277450,76.971878,71.871498
5.0598116,3.626019,11.134235,3.293224,12.164067,74.292061,71.961441
5.0698938,3.642778,11.044453,3.666720,12.194040,72.500488,71.745956
5.0805917,3.681085,11.195287,3.742137,12.364805,72.383507,71.798790
5.0900197,3.414132,11.452663,3.632004,12.490446,73.095184,73.400253
5.0998878,2.820370,11.652579,3.046622,12.370085,75.741951,76.393898
5.1106086,1.924938,11.566388,2.486378,11.986193,78.027809,80.551140
5.1201215,1.049857,11.389217,2.015918,11.613802,80.003998,84.733360
5.1313949,0.543484,11.341333,1.680730,11.478068,81.579926,87.256447
5.1406970,0.568623,11.547235,1.236605,11.627172,83.894775,87.180847
5.1499887,0.901417,11.713632,0.730232,11.770937,86.443268,85.599503
5.1600041,1.082179,11.531672,0.355539,11.587795,88.241760,84.638832
5.1699820,0.891840,10.825383,0.050278,10.862174,89.734795,85.290367
5.1802678,0.573411,9.890448,-0.233435,9.909805,91.349777,86.681915
5.1899457,0.562637,9.185355,-0.429759,9.212600,92.673767,86.494797
5.1998100,0.799663,8.901642,-0.608127,8.958154,93.892540,84.866714
5.2098317,1.132457,8.473080,-0.800860,8.585855,95.352142,82.387329
5.2209020,1.343147,8.024167,-0.847547,8.179832,95.947334,80.497482
5.2309666,1.459266,7.621941,-0.847547,7.806521,96.232841,79.161545
5.2398100,1.523909,7.344213,-0.441730,7.513648,93.370384,78.277588
5.2499156,1.735796,7.776367,-0.092177,7.968273,90.662811,77.417038
5.2598410,2.033874,7.600393,-0.391452,7.877554,92.848320,75.018608
5.2698932,2.029086,7.842207,-1.010353,8.163223,97.109665,75.493477
5.2800021,1.634043,7.789535,-1.126472,8.038401,98.055733,78.152618
5.2900047,0.484826,8.309077,0.235829,8.326550,88.377022,86.660637
5.3000379,-0.436942,8.850166,1.606509,9.005401,79.723770,92.826454
5.3099508,-0.104148,9.301474,2.191892,9.556811,76.740967,90.641510
5.3198628,1.303643,9.010578,1.181539,9.180743,82.605667,81.767616
5.3298297,3.575740,8.148665,-0.563834,8.916534,93.625504,66.307510
5.3398767,6.251261,7.462727,-1.701080,9.882522,99.911697,50.048290
5.3500891,7.937976,7.454347,-1.301249,10.966859,96.814362,43.200352
5.3597407,8.259995,7.526173,-0.016759,11.174573,90.085930,42.338512
5.3698401,8.134300,7.442376,1.565808,11.135868,81.916885,42.456566
5.3800998,8.030152,7.366959,2.306813,11.138977,78.047905,42.533646
5.3901167,7.757214,6.892907,2.980781,10.796832,73.973663,41.623661
5.3996525,6.687006,5.688623,3.336320,9.391886,69.192192,40.387753
5.4099097,5.592855,4.216189,2.412158,7.407752,70.996483,37.010914
5.4201150,4.991910,3.056198,1.456872,6.031749,76.022911,31.476227
5.4306288,4.930859,2.668338,0.861913,5.672414,81.260162,28.420069
5.4406328,5.056554,2.847903,-0.397437,5.816979,93.917709,29.388657
5.4498320,4.982334,3.355474,-0.397437,6.020034,93.785370,33.959255
5.4604506,4.173094,4.996699,-2.302025,6.905145,109.473946,50.132374
5.4699812,3.649961,6.117185,-3.509900,7.941131,116.230911,59.176605
5.4797807,2.850297,7.928399,-3.391387,9.082137,111.926254,70.226250
5.4898696,2.261323,10.674548,-3.359065,11.416780,107.110878,78.039146
5.5000668,0.304064,13.585897,-0.125696,13.589881,90.529945,88.717888
5.5099478,-2.892196,15.422250,2.992752,15.973952,79.201706,100.621536
5.5199432,-4.565742,16.610971,1.902193,17.331726,83.698975,105.368958
5.5308819,-4.861426,17.298107,1.127669,18.003599,86.408882,105.697380
5.5405207,-4.138378,18.388666,1.830367,18.937250,84.453453,102.683136
5.5501332,-2.770091,20.271706,3.681085,20.788599,79.800728,97.781166
5.5599861,-1.637634,21.586123,5.275623,22.281713,76.304070,94.338440
5.5698452,-0.918176,20.588938,4.978743,21.202248,76.418900,92.553452
5.5804620,-0.605733,17.447744,3.278859,17.763491,79.363113,91.988335
5.5906496,-0.755371,14.170083,1.982399,14.328006,82.047142,93.051399
5.6000280,-1.086968,11.461043,1.064223,11.561557,84.718536,95.417740
5.6103168,-1.498770,9.423578,0.383072,9.549706,87.701050,99.036903
5.6198902,-1.837550,8.226477,-0.420182,8.439672,92.853745,102.591469
5.6299539,-1.997961,7.747637,-1.249773,8.098126,98.877861,104.460388
5.6400576,-1.794454,7.870938,-1.856703,8.283664,102.952332,102.843056
5.6501718,-1.356315,8.303091,-2.343924,8.733550,105.567978,99.277367
5.6601462,-0.811634,8.833407,-2.458845,9.205094,105.492836,95.249733
5.6698341,-0.136469,9.272743,-2.521094,9.610323,105.208473,90.843178
5.6800017,0.543484,9.391256,-2.291251,9.681989,103.688957,86.687912
5.6900897,1.077391,9.311050,-1.654393,9.518060,100.009781,83.399605
5.6999869,1.489193,9.204509,-0.823605,9.360502,95.047829,80.809776
5.7102079,1.782483,9.106346,0.032322,9.279215,89.800423,78.924911
5.7201185,2.008735,9.064447,0.891840,9.327090,84.513092,77.504845
5.7302947,2.203863,9.168595,1.680730,9.578362,79.893898,76.484177
5.7406569,2.331953,9.388862,2.106898,9.900896,77.713585,76.051453
5.7498102,2.491167,9.701305,2.179921,10.250526,77.721466,75.598366
5.7598205,2.606089,10.065224,1.982399,10.584438,79.205109,75.483757
5.7698159,2.747346,10.468647,1.605312,10.941549,81.563278,75.295143
5.7800760,2.803610,10.864887,1.265336,11.291903,83.566101,75.530853
5.7901969,2.797625,11.177331,0.960075,11.562057,85.236862,75.947876
5.8001089,2.543839,11.201273,0.763750,11.511861,86.195938,77.205002
5.8098736,2.029086,10.736797,0.738611,10.951783,86.132919,79.298210
5.8200068,1.456872,9.895236,0.695516,10.026062,86.022156,81.624535
5.8299580,1.116895,9.108741,0.593762,9.196150,86.298042,83.009407
5.8401847,0.998382,8.596381,0.615310,8.676009,85.933121,83.375359
5.8498211,1.246182,8.570045,0.582988,8.679776,86.148758,81.726532
5.8601871,1.441309,8.593987,0.622492,8.736217,85.913971,80.479446
5.8700294,1.534683,8.635885,0.615310,8.792746,85.987206,79.923164
5.8800578,1.634043,8.665813,0.575805,8.837305,86.264175,79.321579
5.8901529,1.793257,8.741230,0.634463,8.945805,85.932999,78.406662
5.9000435,2.155979,9.012972,0.707487,9.294216,85.634354,76.547157
5.9101501,2.539051,9.502586,0.671574,9.858850,86.094055,75.040283
5.9200368,2.804807,9.782708,0.571017,10.192860,86.788536,74.001839
5.9311147,2.832341,10.008960,1.033098,10.453168,84.328140,74.199516
5.9398489,2.759317,9.968259,1.186327,10.410927,83.456924,74.527359
5.9501901,2.291251,8.908825,0.908600,9.243514,84.358948,75.576752
5.9599147,2.233790,8.275558,0.780510,8.607199,84.797211,74.894363
5.9704866,2.324770,7.661446,0.531513,8.024014,86.201935,73.120239
5.9800787,2.553416,7.100005,0.339977,7.552853,87.420074,70.219597
5.9898748,2.952051,6.933608,0.197522,7.538470,88.498573,66.937653
6.0000467,3.632004,7.040150,0.328006,7.928603,87.629005,62.710854
6.0105462,4.290410,7.559692,0.978031,8.747177,83.580276,60.423458
6.0201759,4.799177,8.268375,1.570596,9.688391,80.670540,59.868023
6.0302992,5.355829,9.182961,1.436521,10.727314,82.304260,59.747742
6.0398359,6.096835,10.262746,0.234632,11.939447,88.873962,59.286537
6.0502830,6.360197,10.668563,-0.128090,12.421222,90.590851,59.198189
6.0609050,5.955577,10.418368,0.128090,12.001154,89.388466,60.245899
6.0702329,5.467160,9.803059,-0.187945,11.226090,90.959282,60.851620
6.0804615,4.383783,8.336611,1.017536,9.473754,83.834213,62.262489
6.0899816,3.652355,7.103596,1.559822,8.138416,78.950226,62.789780
6.0998249,3.916914,6.301539,1.046266,7.493083,81.973511,58.135719
6.1098995,4.582502,5.668272,0.639252,7.316917,84.987892,51.046272
6.1199617,5.337873,5.058948,0.582988,7.377378,85.467545,43.463245
6.1310987,6.124368,4.278439,-0.106542,7.471564,90.817047,34.937870
6.1398931,6.497863,3.736152,-1.070208,7.571420,98.125877,29.898108
6.1498575,6.501455,3.776853,-2.092532,7.804628,105.552086,30.153343
6.1604300,5.853823,4.305972,-2.336741,7.633413,107.825562,36.337559
6.1700206,4.782418,5.160702,-1.869871,7.280164,104.882919,47.178757
6.1801391,3.576937,6.332664,-1.261744,7.381674,99.841850,60.540531
6.1900368,3.108871,8.036138,-0.732626,8.647619,94.859917,68.850471
6.2003698,1.247379,10.011354,2.152387,10.315810,77.956787,82.897751
6.2097907,-1.134852,11.950658,4.169502,12.707906,70.846321,95.424622
6.2196980,-2.466028,14.111424,3.928885,14.854283,74.663048,99.912567
6.2297788,-3.333926,16.747440,3.687071,17.469582,77.815720,101.258728
6.2404761,-3.353080,19.511547,3.294421,20.069799,80.552246,99.751091
6.2498097,-1.731008,21.880610,2.254141,22.064421,84.136330,94.523331
6.2597499,-0.071826,22.539015,1.764527,22.608093,85.523598,90.182587
6.2698479,0.946907,20.493170,1.732205,20.588034,85.173630,87.354477
6.2799368,1.064223,16.654066,1.938106,16.800200,83.375488,86.343674
6.2900586,0.363919,12.983756,1.316811,13.055434,84.211128,88.394493
6.3006139,-0.754174,10.074800,0.271742,10.106643,88.459274,94.281029
6.3099589,-1.938106,8.025364,-0.605733,8.278263,94.196167,103.576836
6.3200231,-2.698265,6.764817,-1.382651,7.413171,100.749344,111.745445
6.3303308,-2.595315,6.288371,-1.978808,7.084839,106.218536,112.426750
6.3400178,-1.863886,6.451177,-2.455254,7.149827,110.084183,106.115166
6.3509002,-0.818817,7.149086,-2.668338,7.674628,110.345665,96.533875
6.3599048,0.178368,8.002619,-2.686294,8.443335,108.551422,88.723160
6.3699498,0.997185,8.743625,-2.656367,9.192477,106.796410,83.493698
6.3802948,1.582567,9.301474,-2.505532,9.762153,104.871834,80.344070
6.3901038,1.897405,9.649830,-2.161964,10.069431,102.398262,78.876083
6.4001226,2.026692,9.853337,-1.661576,10.195910,99.379036,78.377167
6.4099407,2.080561,9.901221,-1.096544,10.176705,96.185654,78.132988
6.4205446,2.164358,9.788693,0.272939,10.028831,88.440475,77.532043
6.4302568,2.418144,9.731233,0.272939,10.030892,88.440796,76.045044
6.4399748,2.874239,9.831789,1.495179,10.351854,81.695389,73.704170
6.4507866,4.080917,10.320207,1.860295,11.252610,80.484108,68.424683
6.4610686,4.544195,10.388441,1.958457,11.506736,80.200500,66.374084
6.4699845,4.580108,10.269928,1.965640,11.415452,80.084763,65.964432
6.4814215,4.268862,10.070012,1.865083,11.095353,80.322876,67.027023
6.4900174,3.722984,9.906010,1.567005,10.697904,81.577133,69.402237
6.5013819,2.967613,9.791088,1.215057,10.302839,83.227104,73.138298
6.5100079,2.201468,9.749189,0.788889,10.025742,85.486938,77.275429
6.5205641,1.574188,9.667787,0.275333,9.798978,88.389885,80.751801
6.5306907,1.205481,9.576807,-0.058658,9.652557,90.348183,82.825630
6.5404201,1.138443,9.599552,-0.191536,9.668720,91.135094,83.236694
6.5502696,1.370680,9.641450,-0.197522,9.740397,91.161957,81.908745
6.5603766,1.623269,9.658210,0.074220,9.793954,89.565796,80.459389
6.5699239,1.977611,9.710882,0.222661,9.912706,88.712906,78.489182
6.5811448,2.285265,9.630676,0.301669,9.902695,88.254311,76.651161
6.5898910,2.469619,9.440337,0.390255,9.765821,87.709778,75.339798
6.6000609,2.674323,9.403227,0.477643,9.787789,87.202858,74.123993
6.6100149,2.853889,9.747993,1.061828,10.212518,84.031990,73.681725
6.6200266,2.802413,9.587581,1.333570,10.077382,82.395569,73.706558
6.6300030,2.846706,9.653421,0.969652,10.111010,84.496841,73.569695
6.6402202,2.875436,9.112331,0.304064,9.560082,88.177368,72.486679
6.6500249,2.643199,8.352173,0.032322,8.760498,89.788605,72.439064
6.6599197,2.044648,7.921216,-0.148441,8.182194,91.039513,75.526566
6.6698408,1.635240,7.660248,-0.330400,7.839807,92.415382,77.949890
6.6799631,1.739388,7.650671,-0.446519,7.858602,93.257248,77.191475
6.6899481,2.300828,7.863756,-0.420182,8.204207,92.935715,73.691246
6.6997852,3.093309,8.066066,-0.632069,8.661957,94.184631,69.018349
6.7104359,4.124012,8.185776,-1.055843,9.226549,96.571053,63.260929
6.7207470,5.328296,8.159439,-1.568202,9.870483,99.141777,56.854568
6.7307792,6.392519,8.097190,-1.606509,10.440768,98.851204,51.709835
6.7405357,7.173028,8.242040,-0.835576,10.958181,94.373131,48.967026
6.7499065,7.775170,8.681376,-0.128090,11.654868,90.629707,48.151901
6.7600107,7.794323,8.836999,0.907402,11.818096,85.596451,48.587376
6.7698746,7.466318,8.631097,1.921347,11.572956,80.443481,49.138603
6.7808867,7.192182,8.491036,1.626860,11.245971,81.682320,49.734322
6.7898932,7.151481,8.317456,0.654814,10.988746,86.583748,49.310532
6.7998228,7.026982,8.307879,-0.300472,10.885294,91.581764,49.774746
6.8099241,6.489484,7.957129,-0.046687,10.267983,90.260513,50.800835
6.8205585,5.693412,7.144298,0.899023,9.179552,84.379585,51.448067
6.8300891,5.413290,6.136339,0.617704,8.206091,85.683044,48.582249
6.8402939,5.291186,5.026627,-0.338780,7.306052,92.657745,43.531200
6.8499117,5.086482,4.256891,-1.857901,6.888048,105.648094,39.926056
6.8607044,5.169082,3.925294,-3.550601,7.398250,118.680466,37.212284
6.8708425,5.439626,4.167108,-4.079720,7.974863,120.768623,37.454468
6.8802381,5.442020,4.695030,-3.762488,8.112657,117.631294,40.785542
6.8905039,5.209783,5.465962,-2.354697,7.909689,107.319382,46.374630
6.8998628,4.720169,6.672640,-1.115698,8.249176,97.773056,54.724739
6.9109378,0.527921,9.849746,2.012326,10.067058,78.469345,86.932030
6.9199338,0.527921,9.849746,2.012326,10.067058,78.469345,86.932030
6.9298258,-2.699462,11.409568,2.269703,11.942231,79.043900,103.311203
6.9399762,-6.173449,16.163256,-0.591368,17.312193,91.957550,110.904030
6.9499559,-5.292383,18.769344,-0.930147,19.523390,92.730759,105.746834
6.9600458,-2.446874,20.774488,0.705092,20.929972,88.069443,96.717499
6.9703918,-0.132878,21.217415,3.142390,21.449265,81.575653,90.358818
6.9815121,0.878672,18.789696,3.428497,19.120129,79.670227,87.322601
6.9904118,0.063446,14.682442,2.572570,14.906248,80.061951,89.752411
7.0000744,-1.559822,11.273099,1.760935,11.515932,81.204224,97.877815
7.0107856,-2.801216,8.992621,0.949301,9.466532,84.244720,107.301895
7.0201306,-3.205836,7.636306,-0.099359,8.282537,90.687347,112.773399
7.0298395,-2.653973,7.070077,-0.990002,7.616408,97.468597,110.575180
7.0399346,-1.337162,7.100005,-1.608904,7.401800,102.554405,100.665726
7.0508227,0.270545,7.587225,-2.223016,7.910814,106.320480,87.957817
7.0631666,1.793257,8.429984,-2.585738,8.998136,106.700195,77.990837
7.0798960,4.097676,10.156203,-2.328361,11.196459,102.002541,68.027634
7.0899515,4.513070,10.490194,-2.026692,11.598252,100.063591,66.721756
7.1005988,4.351461,10.342952,-1.683124,11.346576,98.530602,67.182655
7.1099296,3.915717,10.035296,-1.176750,10.836270,96.234253,68.684547
7.1213689,3.405752,9.761160,-0.617704,10.356687,93.419319,70.765686
7.1300030,2.983175,9.512163,-0.094571,9.969430,90.543518,72.587692
7.1399436,2.724602,9.355343,0.417788,9.752971,87.544868,73.762604
7.1509442,2.577358,9.255983,0.773327,9.639193,85.398361,74.439964
7.1603508,2.595315,9.255983,0.878672,9.653028,84.777390,74.336868
7.1704140,2.858677,9.348161,0.808043,9.808826,85.274666,72.996315
7.1798701,3.195062,9.604341,0.615310,10.140532,86.521255,71.599335
7.1901784,3.541024,9.927557,0.371101,10.546704,87.983551,70.369377
7.2001677,3.568558,10.206482,0.226252,10.814715,88.801239,70.728516
7.2107730,3.069367,10.234015,0.065841,10.684587,89.646927,73.305061
7.2200327,2.163161,10.081984,-0.086191,10.311794,90.478912,77.890373
7.2298627,1.228225,9.927557,-0.266953,10.006807,91.528671,82.947273
7.2401185,0.492008,9.807847,-0.628478,9.840270,93.661858,87.128174
7.2503266,0.063446,9.659407,-1.028310,9.714195,96.076508,89.623665
7.2605720,0.027533,9.516952,-1.234211,9.596686,97.389160,89.834236
7.2699456,0.365116,9.497798,-1.234211,9.584610,97.398529,87.798508
7.2798128,1.027112,9.555259,-1.101333,9.673203,96.537529,83.864731
7.2898698,1.820790,9.721656,-0.735020,9.917970,94.250084,79.391846
7.3001094,2.598906,10.001778,-0.354342,10.339992,91.963860,75.434135
7.3100858,3.245340,10.184934,-0.082600,10.689805,90.442726,72.325974
7.3200107,3.608062,10.134656,0.475249,10.768250,87.470467,70.403648
7.3299737,3.847482,10.192117,0.881066,10.929713,85.376251,69.318687
7.3397608,3.772065,9.792285,0.937330,10.535460,84.895699,68.932922
7.3498425,3.942053,9.934740,0.617704,10.706092,86.692398,68.357079
7.3599696,4.072537,9.800665,0.806846,10.643758,85.652542,67.435318
7.3697467,3.345897,9.403227,1.569399,10.103401,81.063843,70.413200
7.3798451,2.167950,8.723274,1.472434,9.108435,80.696968,76.043335
7.3901420,1.559822,8.192958,0.944513,8.393433,83.538826,79.220703
7.3998141,1.708263,8.088810,0.098162,8.267808,89.319717,78.075020
7.4097247,2.713828,8.197746,-0.542287,8.652282,93.593399,71.683105
7.4198017,4.436456,8.428787,-1.083376,9.586464,96.488914,62.240120
7.4298668,6.101623,8.237251,-1.078588,10.307545,96.006462,53.471344
7.4396486,7.346608,7.937976,-0.173580,10.817311,90.919434,47.215694
7.4497628,7.077260,7.844602,0.630872,10.584110,86.582825,47.943787
7.4597654,7.053318,7.800309,1.437718,10.614196,82.215218,47.878990
7.4697714,7.140707,7.863756,2.086547,10.825064,78.886597,47.758888
7.4798446,7.114370,7.873333,1.977611,10.794191,79.443176,47.898926
7.4897170,6.676231,7.566875,1.531092,10.206562,81.372459,48.578133
7.4997234,6.408081,7.515399,0.553061,9.891946,86.794914,49.547092
