Keuwl Accelerometer Data File
2019-06-26 16-16-02

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
3.6999879,5.920861,7.823054,0.209493,9.813289,88.776764,52.879822
3.7101901,6.003461,7.864953,0.211887,9.896662,88.773209,52.644852
3.7202580,5.971139,7.886500,0.296881,9.896440,88.280937,52.869392
3.7303739,5.971139,7.908048,0.319626,9.914328,88.152534,52.944599
3.7401359,5.981913,7.900866,0.260968,9.913378,88.491524,52.869862
3.7504900,6.011840,7.879318,0.192733,9.912770,88.885933,52.656731
3.7606468,6.017826,7.882909,0.185551,9.919119,88.928139,52.641827
3.7705278,5.986701,7.900866,0.180762,9.914481,88.955315,52.847797
3.7802789,5.935226,7.906851,0.154426,9.887824,89.105133,53.106514
3.7906070,5.883750,7.885303,0.105345,9.839087,89.386536,53.270927
3.7999930,5.832275,7.850587,0.023942,9.779965,89.859734,53.390995
3.8106527,5.758055,7.850587,-0.005986,9.735860,90.035225,53.741615
3.8204920,5.700594,7.848193,-0.053870,9.700196,90.318192,54.006939
3.8310959,5.692214,7.830236,-0.093374,9.681045,90.552628,53.984608
3.8409238,5.680243,7.838616,-0.065841,9.680569,90.389687,54.071083
3.8505080,5.718551,7.896077,0.041899,9.749441,89.753769,54.086937
3.8602059,5.834670,7.963115,0.090980,9.872327,89.471977,53.769318
3.8711948,5.923255,7.964312,0.107739,9.926067,89.378090,53.360912
3.8805261,5.932832,7.955932,0.177171,9.926064,88.977272,53.287674
3.8903837,5.942409,7.957129,0.223858,9.933692,88.708717,53.247513
3.9001598,5.968745,7.973889,0.239420,9.963240,88.623032,53.183815
3.9109259,5.967548,8.001422,0.246603,9.984748,88.584770,53.284023
3.9200029,5.953183,7.987057,0.168791,9.963029,89.029259,53.300858
3.9302578,5.914876,7.921216,0.161609,9.887241,89.063446,53.250824
3.9400268,5.899313,7.844602,0.197522,9.817265,88.847137,53.056030
3.9501660,5.905299,7.811083,0.284910,9.796262,88.333405,52.910160
3.9599710,5.950788,7.866150,0.323217,9.868773,88.123138,52.892281
3.9700079,6.025009,7.908048,0.325611,9.947059,88.124123,52.696835
3.9799490,6.034585,8.007407,0.240617,10.029591,88.625298,52.997395
3.9903579,5.993884,8.021772,0.146046,10.014830,89.164429,53.232841
4.0000100,5.956774,8.036138,0.080206,10.003454,89.540611,53.452370
4.0101447,5.928043,8.006210,0.057461,9.962149,89.669518,53.482620
4.0204668,5.896919,7.978677,0.111330,9.921963,89.357094,53.532459
4.0302749,5.861006,7.930793,0.132878,9.862379,89.228020,53.534901
4.0400028,5.829881,7.893683,0.172383,9.814655,88.993614,53.552273
4.0501280,5.831078,7.873333,0.205901,9.799655,88.796066,53.475937
4.0606451,5.825093,7.827842,0.216675,9.759804,88.727882,53.345200
4.0701098,5.833472,7.845799,0.202310,9.778900,88.814552,53.368629
4.0800166,5.899313,7.875727,0.202310,9.842251,88.822189,53.164955
4.0902739,5.931635,7.924808,0.232238,9.901555,88.656021,53.185532
4.0999150,5.913678,7.964312,0.228646,9.922405,88.679588,53.405293
4.1099439,5.905299,7.963115,0.171185,9.915294,89.010750,53.440052
4.1199908,5.884948,7.943961,0.149638,9.887443,89.132843,53.468666
4.1300287,5.888539,7.880515,0.062249,9.837749,89.637451,53.231895
4.1399746,5.767632,7.929596,0.374693,9.812465,87.811607,53.969540
4.1505051,5.795165,7.939173,0.204704,9.831394,88.806931,53.872585
4.1599569,5.827487,7.948750,0.199916,9.858103,88.837997,53.753643
4.1701550,5.880159,7.969100,0.132878,9.904570,89.231308,53.577503
4.1809411,5.890934,7.991845,0.180762,9.930023,88.956955,53.605400
4.1907630,5.929241,7.984663,0.038307,9.945461,89.779312,53.403206
4.2000461,5.872977,7.952341,0.088585,9.886326,89.486603,53.553326
4.2108998,5.829881,7.912837,0.119710,9.829284,89.302185,53.618607
4.2202420,5.795165,7.861362,0.153229,9.767724,89.101151,53.603447
4.2312937,5.765238,7.829040,0.203507,9.724877,88.800919,53.632389
4.2401428,5.773617,7.824251,0.216675,9.726279,88.723495,53.575897
4.2508001,5.819107,7.835025,0.209493,9.761839,88.770317,53.398567
4.2605357,5.853823,7.870938,0.189142,9.810947,88.895348,53.360851
4.2704692,5.876568,7.900866,0.168791,9.848158,89.017937,53.358578
4.2805767,5.898116,7.946355,0.144849,9.897137,89.161423,53.415657
4.2902069,5.919664,7.967903,0.168791,9.927658,89.025803,53.389912
4.3002038,5.926847,7.940370,0.185551,9.910168,88.927170,53.261623
4.3102269,5.892130,7.904457,0.229843,9.861566,88.664490,53.298462
4.3204899,5.882554,7.874529,0.251391,9.832387,88.534920,53.238960
4.3301768,5.889736,7.855376,0.272939,9.821936,88.407616,53.138485
4.3408108,5.878962,7.854179,0.290895,9.815037,88.301636,53.184635
4.3510370,5.878962,7.902063,0.283713,9.853187,88.349998,53.351559
4.3603797,5.910087,7.935582,0.262165,9.898046,88.482254,53.322811
4.3700938,5.895722,7.946355,0.257377,9.897997,88.509972,53.426788
4.3808007,5.864597,7.914034,0.254982,9.853449,88.517166,53.460163
4.3913398,5.872977,7.885303,0.274136,9.835904,88.402908,53.321247
4.4003439,5.888539,7.870938,0.257377,9.833251,88.500160,53.198483
4.4105248,5.908890,7.887698,0.229843,9.858173,88.664024,53.162117
4.4203844,5.917270,7.909245,0.217872,9.880168,88.736443,53.198151
4.4301410,5.866991,7.894880,0.231040,9.838907,88.654434,53.382534
4.4416127,5.825093,7.892486,0.193930,9.811251,88.867409,53.570618
4.4505987,5.783194,7.911640,0.162806,9.801321,89.048241,53.834209
4.4607182,5.764040,7.945158,0.129287,9.816640,89.245384,54.039928
4.4718637,5.804742,7.996634,0.003591,9.881355,89.979179,54.024170
4.4806538,5.810728,7.997831,0.003591,9.885842,89.979187,54.000172
4.4901748,5.809530,7.963115,0.034716,9.857131,89.798210,53.887192
4.5012970,5.886145,7.909245,0.202310,9.861227,88.824455,53.342983
4.5102320,5.886145,7.909245,0.202310,9.861227,88.824455,53.342983
4.5200114,6.022614,8.025364,0.259771,10.037222,88.516975,53.113697
4.5307403,6.309918,8.439561,0.246603,10.540497,88.659401,53.216022
4.5400810,6.198588,8.398860,0.246603,10.441463,88.646683,53.571659
4.5504932,5.809530,7.951144,0.184354,9.849128,88.927490,53.846138
4.5600557,5.705383,7.858967,0.209493,9.713838,88.764236,54.021435
4.5703459,5.679047,7.784747,0.237026,9.638985,88.590935,53.888893
4.5809522,5.625177,7.740454,0.306458,9.573462,88.165581,53.993179
4.5901732,5.584476,7.703344,0.326809,9.520225,88.032776,54.060078
4.6002369,5.604826,7.697359,0.330400,9.527464,88.012657,53.939793
4.6104808,5.698200,7.722497,0.371101,9.604383,87.785614,53.577492
4.6210213,5.795165,7.756016,0.424971,9.691251,87.486717,53.233532
4.6315308,5.813122,7.759608,0.421380,9.704713,87.511429,53.161228
4.6400390,5.796362,7.785944,0.354342,9.713099,87.909340,53.333607
4.6502504,5.845443,7.841011,0.192733,9.782014,88.871040,53.295612
4.6607518,5.941212,7.953538,0.147243,9.928668,89.150269,53.240643
4.6700907,5.978322,7.972692,0.254982,9.968408,88.534271,53.135609
4.6805778,5.947197,7.930793,0.365116,9.919675,87.890625,53.134254
4.6906552,5.930438,7.937976,0.407014,9.917016,87.647804,53.236702
4.7002020,5.866991,7.946355,0.338780,9.883366,88.035645,53.560627
4.7106357,5.846641,7.930793,0.286107,9.857106,88.336731,53.602081
4.7206407,5.896919,7.947553,0.198719,9.898319,88.849655,53.425354
4.7301192,5.911284,7.969100,0.114922,9.922855,89.336411,53.432880
4.7402997,5.924452,7.995437,0.101754,9.951708,89.414154,53.462322
4.7502508,5.871779,7.955932,0.113725,9.888761,89.341064,53.571270
4.7603416,5.853823,7.935582,0.178368,9.862683,88.963737,53.584999
4.7700338,5.852626,7.928399,0.189142,9.856395,88.900436,53.565811
4.7802119,5.895722,7.924808,0.169988,9.878816,89.014046,53.352310
4.7906380,5.904101,7.886500,0.243011,9.854661,88.586967,53.180229
4.8002687,5.935226,7.857770,0.322020,9.852673,88.127037,52.935078
4.8101969,5.960365,7.863756,0.417788,9.876191,87.575516,52.839546
4.8207746,5.973533,7.873333,0.439336,9.892698,87.454651,52.812244
4.8308897,5.974730,7.878121,0.442927,9.897392,87.435051,52.823490
4.8400178,5.961562,7.896077,0.372298,9.900851,87.845016,52.947086
4.8500376,5.953183,7.922413,0.284910,9.913939,88.353188,53.077499
4.8602772,5.913678,7.922413,0.149638,9.887296,89.132835,53.260536
4.8704510,5.846641,7.923611,0.102951,9.847711,89.401001,53.577282
4.8806472,5.803545,7.981071,0.074220,9.868340,89.569069,53.976715
4.8902011,5.814319,8.002619,0.086191,9.892200,89.500771,53.999645
4.9000368,5.843049,7.996634,0.184354,9.905622,88.933609,53.844826
4.9104500,5.880159,7.960721,0.325611,9.902291,88.115639,53.548698
4.9215908,5.892130,7.842207,0.462081,9.819925,87.302925,53.081154
4.9303799,5.889736,7.752425,0.563834,9.752282,86.685562,52.775040
4.9399595,5.911284,7.748834,0.622492,9.766023,86.345451,52.661396
4.9504976,5.901707,7.799112,0.691924,9.804849,85.953293,52.884651
4.9599862,5.768829,7.785944,0.472855,9.701747,87.206345,53.464195
4.9711871,5.787982,7.896077,-0.037110,9.790309,90.217178,53.757839
